NAME,CITY,STATE,ZIP,ZIP_PLUS4,COUNTY_CODE,COUNTY_NAME,MSA,MARKET_SEGMENT,SIMPLIFIED_MENU,MENU_TYPE,UNITS,EMPLOYEES,ANNUAL_SALES,AVERAGE_CHECK,FOOD_BEVERAGE_PURCHASE,FOOD_PURCHASE,BEVERAGE_PURCHASE,TOTAL_CATEGORY_DRY,TOTAL_CATEGORY_FRESH,TOTAL_CATEGORY_FROZEN,TOTAL_CATEGORY_PROTEIN,"% Share of F&B Purchases from Company",Percentage_Range
WENDY'S,DALLAS,PA,18612,1150,42079,LUZERNE,7560,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",HAMBURGERS,HAMBURGERS,"501+ UNITS","20 TO 49","$1,000,001 - $2,500,000","$5 TO $7",497855.4273,416941.477533162,80913.9497668381,78069.874203856,42661.1334447301,92906.4683907455,135662.404354242,0.29888977393190863,<50%
"BURGER KING","HANOVER TOWNSHIP",PA,18706,5489,42079,LUZERNE,7560,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",HAMBURGERS,HAMBURGERS,"501+ UNITS","20 TO 49","$1,000,001 - $2,500,000","$5 TO $7",434682.7011,364035.898207712,70646.8028922879,68163.6112264782,37247.8749871465,81117.5944164524,118448.242459126,0.5773911886927744,">50% & <70%"
"PIZZA HUT",SOUDERTON,PA,18964,1000,42017,BUCKS,6162,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","PIZZA, PASTA & ITALIAN",PIZZERIA,"501+ UNITS","20 TO 49","$500,001 - $1,000,000","$7 TO $10",261442.404,214005.947406888,47436.4565931122,45769.0943227041,25010.4340561224,54467.1675,49103.8188635204,0.3960758662660947,<50%
"LITTLE LEOS CAFE",WARMINSTER,PA,18974,4518,42017,BUCKS,6162,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER","CLASSIC & VARIED MENU","VARIED MENU","INDEPENDENT (1-9 UNITS)","1 TO 4","<=$500,000","$10 TO $15",37047.1355416569,33581.0095816025,3466.12596005432,4573.57651904029,5991.89039282933,8502.11165986419,11509.714230584,0.9492832301605304,>90%
"MEMORIES GRILL",ASTON,PA,19014,1851,42045,DELAWARE,6162,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","BAR & GRILL, BREW PUB, & EATERTAINMENT","BAR & GRILL","INDEPENDENT (1-9 UNITS)","10 TO 19","$500,001 - $1,000,000","$15 TO $20",143437.576986423,133373.339125849,10064.2378605744,18584.227583812,23305.7218887728,29109.9648877285,50534.189045953,0.7280470145195223,">70% & <90%"
"PATRICKS PUB & RESTAURANT",CROYDON,PA,19021,5410,42017,BUCKS,6162,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","PIZZA, PASTA & ITALIAN","ITALIAN - PIZZA & PASTA","INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$10 TO $15",67621.9269207513,62647.7208538708,4974.20606688044,9180.38897480532,11226.0581365094,9331.12249198351,25990.7650334402,0.2220008545273371,<50%
"SPRINGHOUSE CAFE & GRILLE",GLENSIDE,PA,19038,4910,42091,MONTGOMERY,6162,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","BAR & GRILL, BREW PUB, & EATERTAINMENT","BAR & GRILL","INDEPENDENT (1-9 UNITS)","1 TO 4","<=$500,000","$15 TO $20",32652.7764344648,30361.7079728459,2291.0684616188,4230.59731801567,5305.41955926893,6626.72359268929,11503.8305295039,0.5825196007459787,">50% & <70%"
"HILLS QUALITY SEAFOOD","NEWTOWN SQUARE",PA,19073,3703,42045,DELAWARE,6162,"FSR - UPSCALE CASUAL DINING RESTAURANTS","STEAK, SEAFOOD & FISH","SEAFOOD & FISH","INDEPENDENT (1-9 UNITS)","10 TO 19","$500,001 - $1,000,000","$30 TO $50",215865.523008858,203704.846324584,12160.6766842747,20267.7944737911,37319.7655577408,28888.3630566436,105068.246552133,0.25757154059780485,<50%
STARBUCKS,WAYNE,PA,19087,4104,42045,DELAWARE,6162,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,"COFFEE / TEA","501+ UNITS","20 TO 49","$500,001 - $1,000,000","UNDER $5",210494.4534,147135.6229266,63358.8304734,56833.502418,27153.7844886,25259.334408,0,0.19052763246937043,<50%
FRIENDLY'S,"WEST HARTFORD",CT,6107,2407,9003,HARTFORD,3280,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER","AMERICAN AND AMERICAN TRADITIONAL","AMERICAN TRADITIONAL","251-500 UNITS","20 TO 49","$1,000,001 - $2,500,000","$7 TO $10",269093.244016246,249478.681724308,19614.5622919385,36337.4088635077,39147.2835729231,59061.9295716923,98918.5019062154,0.3453685671912864,<50%
"VIETNAM PALACE",PHILADELPHIA,PA,19107,1721,42101,PHILADELPHIA,6162,"FSR - UPSCALE CASUAL DINING RESTAURANTS","OTHER ASIAN",VIETNAMESE,"INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$30 TO $50",92516.9369259194,85240.697791115,7276.23913480435,12134.4597766402,18789.5565462783,17957.6694500735,28594.7324535452,0.41274282674224727,<50%
"PHO XE LUA VIET THAI RESTARUANT",PHILADELPHIA,PA,19107,1805,42101,PHILADELPHIA,6162,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","OTHER ASIAN",VIETNAMESE,"INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$15 TO $20",75575.544873332,70963.2394697796,4612.30540355245,11334.5879482385,14639.0562808404,10523.7289642492,28048.7457149872,0.35554019968200246,<50%
"ANDONIOS DINER",PHILADELPHIA,PA,19115,3723,42101,PHILADELPHIA,6162,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER","AMERICAN AND AMERICAN TRADITIONAL","AMERICAN TRADITIONAL","INDEPENDENT (1-9 UNITS)","10 TO 19","$500,001 - $1,000,000","$7 TO $10",138717.272181521,128605.986830901,10111.2853506198,18731.8944186725,20180.3817498462,30446.3599222418,50992.3792508308,0.9308476448650339,>90%
"CIN CIN",PHILADELPHIA,PA,19118,3527,42101,PHILADELPHIA,6162,"FSR - UPSCALE CASUAL DINING RESTAURANTS","OTHER ETHNIC FOOD","OTHER ETHNIC FOOD UNCLASSIFIED","INDEPENDENT (1-9 UNITS)","10 TO 19","$500,001 - $1,000,000","$30 TO $50",158307.576621977,145857.058666814,12450.5179551633,20763.5162240071,32151.1850854369,30727.7264777582,48929.0172079435,0.7503844514131214,">70% & <90%"
"BYRNES TAVERN TAKEOUT",PHILADELPHIA,PA,19134,6005,42101,PHILADELPHIA,6162,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","BAR & GRILL, BREW PUB, & EATERTAINMENT","BAR & GRILL","INDEPENDENT (1-9 UNITS)","10 TO 19","$500,001 - $1,000,000","$15 TO $20",186780.984720627,173675.574704961,13105.4100156658,24199.9370130548,30348.1540574413,37906.3005744125,65804.4132532637,0.23027412547621384,<50%
"RITA'S ICE",PHILADELPHIA,PA,19135,1010,42101,PHILADELPHIA,6162,"LSR - ICE CREAM PARLORS, FROZEN DESSERTS","FROZEN DESSERT","ICE CREAM / DAIRY","501+ UNITS","1 TO 4","<=$500,000","UNDER $5",40082.3934,32827.4801946,7254.9132054,5611.535076,5170.6287486,14830.485558,0,0.557167647835324,">50% & <70%"
"LIN FENG",PHILADELPHIA,PA,19140,4407,42101,PHILADELPHIA,6162,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","CLASSIC & VARIED MENU","VARIED MENU","INDEPENDENT (1-9 UNITS)","1 TO 4","<=$500,000","$15 TO $20",39742.9391736492,36264.0659462583,3478.87322739093,4876.79741693152,6406.77307714533,8278.26116151401,14147.721357989,0.335816192318639,<50%
"MORNING GLORY",PHILADELPHIA,PA,19147,2741,42101,PHILADELPHIA,6162,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,"COFFEE / TEA","INDEPENDENT (1-9 UNITS)","1 TO 4","$500,001 - $1,000,000","$7 TO $10",157957.3842,110412.2115558,47545.1726442,42648.493734,20376.5025618,18954.886104,0,0.013571840228097098,<50%
"A & A STEAKS",PHILADELPHIA,PA,19151,3813,42101,PHILADELPHIA,6162,"FSR - UPSCALE CASUAL DINING RESTAURANTS","STEAK, SEAFOOD & FISH","STEAK & SEAFOOD","INDEPENDENT (1-9 UNITS)","1 TO 4","<=$500,000","$30 TO $50",50385.8222345388,47547.3620435595,2838.46019097928,4730.76698496546,8710.91894164974,6742.9198759041,24524.296050061,0.4320625780896582,<50%
"CARMINES PIZZA & EATERY","WEST CHESTER",PA,19380,4527,42029,CHESTER,6162,"LSR - QUICK CASUAL","PIZZA, PASTA & ITALIAN",PIZZERIA,"INDEPENDENT (1-9 UNITS)","10 TO 19","$500,001 - $1,000,000","$7 TO $10",319842.905070713,294272.519588711,25570.3854820024,51749.5896659573,42617.3091366707,55615.5884233552,94366.8988026279,0.7666656511461615,">70% & <90%"
KFC,NORRISTOWN,PA,19401,1821,42091,MONTGOMERY,6162,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",CHICKEN,"FRIED CHICKEN","501+ UNITS","20 TO 49","$500,001 - $1,000,000","$5 TO $7",317145.2049,262549.918013725,54595.2868862747,52676.2961345603,28784.861275716,62687.0312226704,72761.732669171,0.5705261043672226,">50% & <70%"
"PIZZA HUT",MORGANTOWN,PA,19543,9483,42011,BERKS,6680,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","PIZZA, PASTA & ITALIAN",PIZZERIA,"501+ UNITS","20 TO 49","$500,001 - $1,000,000","$7 TO $10",261442.404,214005.947406888,47436.4565931122,45769.0943227041,25010.4340561224,54467.1675,49103.8188635204,0.7018684130624966,">70% & <90%"
"ITALIAN GARDEN ESPOSITOS",READING,PA,19601,3607,42011,BERKS,6680,"FSR - UPSCALE CASUAL DINING RESTAURANTS","PIZZA, PASTA & ITALIAN","ITALIAN - PIZZA & PASTA","INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$30 TO $50",45685.4802900853,42092.4248926155,3593.05539746984,5992.07714151221,9278.40829773463,8867.61690320682,14120.269534569,0.27826763206435046,<50%
"ANTHONYS TRATTORIA",READING,PA,19606,1448,42011,BERKS,6680,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","PIZZA, PASTA & ITALIAN","ITALIAN - PIZZA & PASTA","INDEPENDENT (1-9 UNITS)","20 TO 49","$1,000,001 - $2,500,000","$15 TO $20",437508.559999542,405325.837137884,32182.7228616583,59396.3961617041,72631.7150874943,60371.6301878149,168158.209930829,0.46328370680560005,<50%
"MIKIMOTOS JAPANESE RESTAURANT & SUSHI BAR",WILMINGTON,DE,19801,1020,10003,"NEW CASTLE",6162,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","OTHER ASIAN",JAPANESE,"INDEPENDENT (1-9 UNITS)","OVER 50","$1,000,001 - $2,500,000","$10 TO $15",595413.095744263,559075.586786174,36337.508958089,89298.2261729974,115332.093649587,82909.9684544676,220978.764306564,0.9553403279513762,>90%
"CHINA GOURMET",WILMINGTON,DE,19802,4227,10003,"NEW CASTLE",6162,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CHINESE,CHINESE,"INDEPENDENT (1-9 UNITS)","1 TO 4","<=$500,000","$15 TO $20",28909.1922817949,27144.8910915469,1764.30119024798,4335.71180968313,5599.73856035229,4025.54165714426,10729.2191475005,0.07737250976836774,<50%
STARBUCKS,WILMINGTON,DE,19808,5110,10003,"NEW CASTLE",6162,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,"COFFEE / TEA","501+ UNITS","10 TO 19","$500,001 - $1,000,000","UNDER $5",194568.0996,136003.1016204,58564.9979796,52533.386892,25099.2848484,23348.171952,0,0.8096427025119938,">70% & <90%"
"EASTERN CARRYOUT",WASHINGTON,DC,20002,3338,11001,"DISTRICT OF COLUMBIA",8872,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER",CHINESE,CHINESE,"INDEPENDENT (1-9 UNITS)","1 TO 4","<=$500,000","$10 TO $15",38989.7824623362,35483.7714215385,3506.01104079772,5075.28601960114,6052.30019373219,7396.77545105413,13388.552642849,0.7241131041996481,">70% & <90%"
"CAMINO REAL RESTAURANT",WASHINGTON,DC,20011,3923,11001,"DISTRICT OF COLUMBIA",8872,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",MEXICAN,MEXICAN,"INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$10 TO $15",93164.5012868333,87478.7581879945,5685.74309883881,13972.525573706,18046.054183271,12972.9525903562,34576.6267466247,0.370582875162786,<50%
"AMERICAN CITY DINER INCORPORATED",WASHINGTON,DC,20015,2610,11001,"DISTRICT OF COLUMBIA",8872,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER","PIZZA, PASTA & ITALIAN","ITALIAN - PIZZA & PASTA","INDEPENDENT (1-9 UNITS)","20 TO 49","$1,000,001 - $2,500,000","$7 TO $10",330662.473093846,300928.881156923,29733.5919369231,43042.2157015385,51328.0255384615,62730.1797830769,113544.925066154,0.8794573329577833,">70% & <90%"
KOMI,WASHINGTON,DC,20036,6200,11001,"DISTRICT OF COLUMBIA",8872,"FSR - FINE DINING RESTAURANTS",EUROPEAN,MEDITERRANEAN,"INDEPENDENT (1-9 UNITS)","10 TO 19","$2,500,001 - $5,000,000","$50 TO $75",197747.653163375,185614.28027776,12133.3728856143,21538.5317496112,38793.2888512442,27856.5010628305,85460.1076420684,0.0308014302110442,<50%
"RED ROBIN GOURMET BURGERS",STERLING,VA,20166,2417,51107,LOUDOUN,8872,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","CLASSIC & VARIED MENU","VARIED MENU","251-500 UNITS","OVER 50","$2,500,001 - $5,000,000","$10 TO $15",768070.720635654,700838.132349032,67232.5882866224,94248.8246792835,123817.083402196,159985.399875758,273418.392416932,0.9315451848040252,>90%
"FASTOP NO 54",LUSBY,MD,20657,3800,24009,CALVERT,8872,"LSR - QUICK CASUAL","CLASSIC & VARIED MENU","VARIED MENU","INDEPENDENT (1-9 UNITS)","20 TO 49","$500,001 - $1,000,000","$7 TO $10",348293.0844,297259.766151016,51033.318248984,33153.0315632086,51033.318248984,71148.6407704813,107281.720114652,0.7389521387652915,">70% & <90%"
"POPEYES LOUISIANA KITCHEN",LANHAM,MD,20706,1305,24033,"PRINCE GEORGE'S",8872,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",CHICKEN,"FRIED CHICKEN","501+ UNITS","20 TO 49","$1,000,001 - $2,500,000","$5 TO $7",388821.6837,321887.575785932,66934.1079140682,64581.4151930113,35290.3908158532,76854.628887858,89206.2656734066,0.7057829491432409,">70% & <90%"
"MANNIES CARRY OUT","MOUNT RAINIER",MD,20712,1459,24033,"PRINCE GEORGE'S",8872,"LSR - QUICK CASUAL","CLASSIC & VARIED MENU","VARIED MENU","INDEPENDENT (1-9 UNITS)","1 TO 4","<=$500,000","$7 TO $10",38522.3256,32877.8778917647,5644.44770823529,3666.83099294118,5644.44770823529,7869.26651294118,11865.7002917647,0.6293270946766986,">50% & <70%"
"HUNAN EAST RESTAURANTS","DISTRICT HEIGHTS",MD,20747,1147,24033,"PRINCE GEORGE'S",8872,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CHINESE,CHINESE,"INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$15 TO $20",59392.7389370203,55768.0551694056,3624.68376761464,8907.54044971462,11504.431088516,8270.30870985042,22042.7366359476,0.5793043009057492,">50% & <70%"
"VIGNETOS ITALIAN GRILL",SUNRISE,FL,33326,1907,12011,BROWARD,4992,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","PIZZA, PASTA & ITALIAN","ITALIAN - PIZZA & PASTA","INDEPENDENT (1-9 UNITS)","1 TO 4","$2,500,001 - $5,000,000","$15 TO $20",815652.313330279,755653.687585891,59998.6257443885,110733.394411361,135408.153916629,112551.534585433,313499.312872194,0.625708313799257,">50% & <70%"
ARBY'S,JESSUP,MD,20794,3202,24027,HOWARD,8872,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,"501+ UNITS","20 TO 49","$500,001 - $1,000,000","$5 TO $7",302315.2794,258751.297828343,43563.9815716569,48540.6615856376,45511.3780988668,66283.6077224383,63723.1419181439,0.8169777828424946,">70% & <90%"
"YUAN FU VEGETARIAN",ROCKVILLE,MD,20852,1173,24031,MONTGOMERY,8872,"LSR - QUICK CASUAL",CHINESE,CHINESE,"INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$7 TO $10",63748.215,57316.9068784029,6431.3081215971,10303.7042286751,9772.86609800363,10854.9592105263,21063.384800363,0.8821718619073025,">70% & <90%"
STARBUCKS,GERMANTOWN,MD,20874,1204,24031,MONTGOMERY,8872,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,"COFFEE / TEA","501+ UNITS","20 TO 49","$500,001 - $1,000,000","UNDER $5",211562.4714,147882.1675086,63680.3038914,57121.867278,27291.5588106,25387.496568,0,0.9897586614674094,>90%
"CHINESE EXPRESS",GAITHERSBURG,MD,20879,3505,24031,MONTGOMERY,8872,"LSR - QUICK CASUAL",CHINESE,CHINESE,"INDEPENDENT (1-9 UNITS)","1 TO 4","<=$500,000","$7 TO $10",30838.1436,27727.0038858973,3111.1397141027,4984.40796523967,4727.61548090104,5251.07708359133,10189.3940901036,0.5267273070240428,">50% & <70%"
MCDONALD'S,"MONTGOMERY VILLAGE",MD,20886,1400,24031,MONTGOMERY,8872,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",HAMBURGERS,HAMBURGERS,"501+ UNITS","OVER 50","$1,000,001 - $2,500,000","$5 TO $7",769644.4068,644557.95508072,125086.45171928,120689.739883805,65950.6775321337,143625.919958869,209723.154552185,0.9145511981952109,>90%
"MANDALAY RESTURANT & CAFE","SILVER SPRING",MD,20910,4514,24031,MONTGOMERY,8872,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",VEGETARIAN,"INDEPENDENT (1-9 UNITS)","10 TO 19","$500,001 - $1,000,000","$10 TO $15",184803.518251171,173525.130946733,11278.3873044381,27716.2636971069,35796.6205749557,25733.4848326215,68587.0925489175,0.826327515984524,">70% & <90%"
"TACO BELL","BEL AIR",MD,21014,4330,24025,HARFORD,8872,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",MEXICAN,MEXICAN,"501+ UNITS","20 TO 49","$1,000,001 - $2,500,000","$5 TO $7",411565.2201,336890.280611193,74674.9394888074,72050.1612993941,39371.672841199,85742.7541875,77299.7176782207,0.5673517064626503,">50% & <70%"
"GUNNINGS SEAFOOD RESTAURANT",HANOVER,MD,21076,1167,24003,"ANNE ARUNDEL",8872,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","STEAK, SEAFOOD & FISH","SEAFOOD & FISH","INDEPENDENT (1-9 UNITS)","OVER 50","$1,000,001 - $2,500,000","$10 TO $15",627510.995600049,587728.337034862,39782.658565187,81543.4603739468,109603.78860685,104475.269086476,251956.837579518,0.22555844194792307,<50%
"THE SPICE THAI CUISINE","WEST PALM BEACH",FL,33401,2303,12099,"PALM BEACH",8960,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","OTHER ASIAN",THAI,"INDEPENDENT (1-9 UNITS)","1 TO 4","<=$500,000","$15 TO $20",36772.7244310569,34528.5191675556,2244.20526350128,5515.06019385948,7122.91235806928,5120.52127229876,13647.6528028046,0.4080843431418375,<50%
"MICHAELS PIZZA & SUBS",BALTIMORE,MD,21205,2329,24510,"BALTIMORE CITY",8872,"LSR - QUICK CASUAL","PIZZA, PASTA & ITALIAN",PIZZERIA,"INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$7 TO $10",89001.9623364301,81886.5489584343,7115.41337799574,14400.2413602295,11859.0222966596,15476.0240971407,26259.2636568891,0.5693159750669678,">50% & <70%"
"PORTSIDE PUB",ESSEX,MD,21221,6704,24005,BALTIMORE,8872,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","BAR & GRILL, BREW PUB, & EATERTAINMENT","PUB / BREW PUB","INDEPENDENT (1-9 UNITS)","1 TO 4","<=$500,000","$15 TO $20",50896.2099430809,47325.0985660574,3571.1113770235,6594.27444751958,8269.61064908616,10329.1404908616,17931.1359618799,0.5631338052459531,">50% & <70%"
"BUD'S CHICKEN & SEAFOOD","WEST PALM BEACH",FL,33403,2006,12099,"PALM BEACH",8960,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","AMERICAN AND AMERICAN TRADITIONAL","AMERICAN TRADITIONAL","INDEPENDENT (1-9 UNITS)","20 TO 49","$500,001 - $1,000,000","$10 TO $15",301699.566,246958.79653125,54740.76946875,52816.66509375,28861.565625,62854.07625,56664.87384375,0.5224866695547786,">50% & <70%"
"ITALIAN BISTRO",PARKVILLE,MD,21234,2404,24005,BALTIMORE,8872,"FSR - UPSCALE CASUAL DINING RESTAURANTS","PIZZA, PASTA & ITALIAN","ITALIAN - PIZZA & PASTA","INDEPENDENT (1-9 UNITS)","1 TO 4","<=$500,000","$30 TO $50",97529.7890926743,89859.3009443954,7670.48814827891,12791.942125331,19807.6325048544,18930.6712074139,30144.0829973522,0.6810794796758943,">50% & <70%"
"CORNER CARRY OUT",EASTON,MD,21601,3726,24041,TALBOT,NULL,"LSR - QUICK CASUAL","CLASSIC & VARIED MENU","VARIED MENU","INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$7 TO $10",89692.1694,76550.1082151872,13142.0611848128,8537.54339743316,13142.0611848128,18322.143695615,27627.1067242781,0.0945322326830974,<50%
"HIGHER GROUND COFFEE INCORPORATED",HAGERSTOWN,MD,21740,5994,24043,WASHINGTON,8872,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,"COFFEE / TEA","INDEPENDENT (1-9 UNITS)","1 TO 4","<=$500,000","$7 TO $10",35797.4358,25022.4076242,10775.0281758,9665.307666,4617.8692182,4295.692296,0,0.2480345359055306,<50%
"IMPERIAL GALLERY RESTAURANT",SALISBURY,MD,21804,5304,24045,WICOMICO,NULL,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","CLASSIC & VARIED MENU","VARIED MENU","INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$15 TO $20",110838.40021959,101136.230447847,9702.16977174227,13600.8165255706,17867.7393571222,23087.1003207166,39456.3370167582,0.5233387182786297,">50% & <70%"
"WAFFLE HOUSE",ELKTON,MD,21921,5132,24015,CECIL,6162,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER","AMERICAN AND AMERICAN TRADITIONAL","AMERICAN TRADITIONAL","501+ UNITS","5 TO 9","$1,000,001 - $2,500,000","$7 TO $10",312018.028748941,289274.622152176,22743.4065967648,42133.8214004044,45391.9171993846,68483.2757746813,114697.624923323,0.5740966015334663,">50% & <70%"
"HAN SUNG OAK RESTAURANT","FALLS CHURCH",VA,22041,1246,51059,FAIRFAX,8872,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","OTHER ASIAN",KOREAN,"INDEPENDENT (1-9 UNITS)","10 TO 19","$500,001 - $1,000,000","$15 TO $20",143526.79354442,134767.486462625,8759.30708179492,21525.7073843732,27801.2789987404,19985.791394568,53267.8466580988,0.9741147383173,>90%
"OUTBACK STEAKHOUSE",VIENNA,VA,22180,4717,51059,FAIRFAX,8872,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","STEAK, SEAFOOD & FISH","FAMILY STEAK / CHOPHOUSE","501+ UNITS","OVER 50","$2,500,001 - $5,000,000","$10 TO $15",902483.264759793,845268.038517579,57215.2262422146,117275.408485423,157631.636203228,150255.824348799,362363.099534026,0.7870112966746313,">70% & <90%"
"CELTIC GROUP",ARLINGTON,VA,22201,5330,51013,ARLINGTON,8872,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,"INDEPENDENT (1-9 UNITS)","10 TO 19","$1,000,001 - $2,500,000","$10 TO $15",303673.950457941,285141.010934147,18532.9395237945,45544.0857862625,58821.9384885652,42285.9319569376,112704.095364928,0.8498471769851789,">70% & <90%"
"BURGER KING","LOCUST GROVE",VA,22508,2028,51137,ORANGE,NULL,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",HAMBURGERS,HAMBURGERS,"501+ UNITS","20 TO 49","$1,000,001 - $2,500,000","$5 TO $7",382723.6635,320521.502822622,62202.1606773779,60015.7929910026,32795.5152956298,71421.3444215938,104289.738640103,0.6306403550450411,">50% & <70%"
"THE CLUB HOUSE RESTAURANT",STAFFORD,VA,22554,2313,51179,STAFFORD,8872,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","CLASSIC & VARIED MENU","VARIED MENU","INDEPENDENT (1-9 UNITS)","10 TO 19","$500,001 - $1,000,000","$15 TO $20",176883.776411442,161400.366102283,15483.4103091592,21705.1471742271,28514.6051112395,36844.0313377636,62967.2196735048,0.3472293374082469,<50%
"THAI 99 RESTAURANT",CHARLOTTESVILLE,VA,22903,2911,51540,"CHARLOTTESVILLE CITY",1540,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","OTHER ASIAN",THAI,"INDEPENDENT (1-9 UNITS)","5 TO 9","$1,000,001 - $2,500,000","$15 TO $20",433323.070177878,406877.765133566,26445.3050443121,64988.4623017123,83935.0986189038,60339.2876908975,160821.448634314,0.9224505578611255,>90%
"ANNAS PIZZA NO 5",CHARLOTTESVILLE,VA,22903,3009,51540,"CHARLOTTESVILLE CITY",1540,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","PIZZA, PASTA & ITALIAN","ITALIAN - PIZZA & PASTA","INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$15 TO $20",87328.3586949153,80904.5658305085,6423.79286440678,11855.7446949153,14497.5642711864,12050.4050847458,33565.0129322034,0.35666621567355683,<50%
"BAMBOO HOUSE RESTAURANT",CHARLOTTESVILLE,VA,22911,8301,51003,ALBEMARLE,1540,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","CLASSIC & VARIED MENU","VARIED MENU","INDEPENDENT (1-9 UNITS)","1 TO 4","<=$500,000","$15 TO $20",55661.0862525282,50788.8280150246,4872.25823750361,6830.08975440624,8972.86301069055,11593.933868824,19814.2753192719,0.524343491554024,">50% & <70%"
"OCEAN 17 RESTAURANT",HAYES,VA,23072,3554,51073,GLOUCESTER,5720,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","CLASSIC & VARIED MENU","VARIED MENU","INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$15 TO $20",101429.863357411,92551.2639526148,8878.5994047963,12446.308851488,16351.0331970529,21127.3477983242,36107.0789930656,0.38883038507749934,<50%
